	chrom	start	end	geneid	genename	gains	losses
12075	4	81952118	81978685	NM_001201	BMP3	0	0
12076	4	82008523	82075311	NM_001282483	PRKG2	0	0
12077	4	82008523	82075311	NM_001282482	PRKG2	0	0
12078	4	82008523	82136271	NM_006259	PRKG2	0	0
12079	4	82008523	82136271	NM_001282485	PRKG2	0	0
12080	4	82008523	82075311	NM_001282481	PRKG2	0	0
12081	4	82008523	82075311	NM_001282480	PRKG2	0	0
12082	4	82086093	82114549	NR_125908	LOC101928942	0	0
12083	4	82347546	82393082	NM_152545	RASGEF1B	0	0
12084	4	82347546	82393082	NM_001300735	RASGEF1B	0	0
12085	4	82347546	82393082	NM_001300736	RASGEF1B	0	0
12086	4	83274466	83295149	NM_002138	HNRNPD	0	0
12087	4	83274466	83295149	NM_001003810	HNRNPD	0	0
12088	4	83274466	83295149	NM_031370	HNRNPD	0	0
12089	4	83274466	83295149	NM_031369	HNRNPD	0	0
12090	4	83343716	83351378	NR_003249	HNRNPDL	0	0
12091	4	83343716	83351378	NM_001207000	HNRNPDL	0	0
12092	4	83343716	83351378	NM_031372	HNRNPDL	0	0
12093	4	83351632	83382328	NR_120457	ENOPH1	0	0
12094	4	83351632	83382328	NM_001292017	ENOPH1	0	0
12095	4	83351632	83382328	NM_021204	ENOPH1	0	0
12096	4	83405603	83483126	NM_001080506	TMEM150C	0	0
12097	4	83534265	83542590	NR_024088	LINC00575	0	0
12098	4	83534265	83542590	NR_024087	LINC00575	0	0
12099	4	83550689	83720010	NM_001037582	SCD5	0	0
12100	4	83581039	83720010	NM_024906	SCD5	0	0
12101	4	83674489	83674583	NR_030301	MIR575	0	0
12102	4	83739813	83812412	NM_001077207	SEC31A	0	0
12103	4	83739813	83812412	NM_001077206	SEC31A	0	0
12104	4	83739813	83812335	NM_001191049	SEC31A	0	0
12105	4	83739813	83812419	NM_014933	SEC31A	0	0
12106	4	83739813	83812412	NM_001077208	SEC31A	0	0
12107	4	83739813	83812412	NM_016211	SEC31A	0	0
12108	4	83739813	83812433	NM_001300745	SEC31A	0	0
12109	4	83739813	83812433	NM_001300744	SEC31A	0	0
12110	4	83814604	83822069	NR_034077	THAP9-AS1	0	0
12111	4	83814604	83822069	NR_034076	THAP9-AS1	0	0
12112	4	83814604	83822069	NR_034075	THAP9-AS1	0	0
12113	4	83821836	83841284	NM_024672	THAP9	0	0
12114	4	83845756	83931987	NM_001115008	LIN54	0	0
12115	4	83845756	83934094	NM_001115007	LIN54	0	0
12116	4	83845756	83931987	NM_001288997	LIN54	0	0
12117	4	83845756	83931987	NM_194282	LIN54	0	0
12118	4	83845756	83931987	NM_001288996	LIN54	0	0
12119	4	83845756	83931987	NR_110254	LIN54	0	0
12120	4	83845756	83931987	NR_110253	LIN54	0	0
12121	4	83956238	83996971	NM_016129	COPS4	0	0
12122	4	83956238	83996971	NM_001258006	COPS4	0	0
12123	4	84011210	84035911	NM_016619	PLAC8	0	0
12124	4	84011210	84031012	NM_001130716	PLAC8	0	0
12125	4	84015306	84035911	NM_001130715	PLAC8	0	0
12126	4	84184976	84206067	NM_015697	COQ2	0	0
12127	4	84213613	84256034	NM_001098540	HPSE	0	0
12128	4	84213613	84256306	NM_001166498	HPSE	0	0
12129	4	84213613	84255966	NM_001199830	HPSE	0	0
12130	4	84213613	84256306	NM_006665	HPSE	0	0
12131	4	84328495	84377036	NM_133636	HELQ	0	0
12132	4	84328495	84377036	NM_001297755	HELQ	0	0
12133	4	84328495	84377036	NM_001297756	HELQ	0	0
12134	4	84328495	84377036	NM_001297757	HELQ	0	0
12135	4	84373018	84377036	NR_123737	HELQ	0	0
12136	4	84373018	84377036	NM_001297758	HELQ	0	0
12137	4	84373018	84377036	NM_001297759	HELQ	0	0
12138	4	84377084	84382876	NM_016067	MRPS18C	0	0
12139	4	84377084	84382876	NM_001297769	MRPS18C	0	0
12140	4	84377084	84382876	NM_001297767	MRPS18C	0	0
12141	4	84377084	84382876	NM_001297770	MRPS18C	0	0
12142	4	84382093	84406290	NM_139076	FAM175A	0	0
12143	4	84457066	84527027	NM_001256422	AGPAT9	0	0
12144	4	84457259	84527027	NM_001256421	AGPAT9	0	0
12145	4	84457469	84527027	NM_032717	AGPAT9	0	0
12146	4	84889234	85220322	NR_125909	LOC101928978	0	0
12147	4	85414435	85419387	NM_006168	NKX6-1	0	0
12148	4	85504056	85572493	NM_001263	CDS1	0	0
12149	4	85590692	85887544	NM_014991	WDFY3	0	0
12150	4	85887970	85928168	NR_015359	WDFY3-AS2	0	0
12151	4	86396283	86923823	NM_001025616	ARHGAP24	0	0
12152	4	86643620	86643686	NR_039656	MIR4451	0	0
12153	4	86699850	86923823	NM_001042669	ARHGAP24	0	0
12154	4	86749045	86923823	NM_001287805	ARHGAP24	0	0
12155	4	86851425	86923823	NM_031305	ARHGAP24	0	0
12156	4	86936275	87281375	NM_138980	MAPK10	0	0
12157	4	86936275	87374283	NM_002753	MAPK10	0	0
12158	4	86936275	87281375	NM_138982	MAPK10	0	0
12159	4	86936275	87028806	NM_138981	MAPK10	0	0
12160	4	87040958	87141079	NR_110879	LOC101929064	0	0
12161	4	87463634	87463705	NR_039657	MIR4452	0	0
12162	4	87515467	87736328	NM_080684	PTPN13	0	0
12163	4	87515467	87736328	NM_006264	PTPN13	0	0
12164	4	87515467	87736328	NM_080683	PTPN13	0	0
12165	4	87515467	87736328	NM_080685	PTPN13	0	0
12166	4	87744620	87770416	NM_197965	SLC10A6	0	0
12167	4	87797357	87813575	NM_144645	C4orf36	0	0
12168	4	87846045	87856002	NR_038841	LOC100506746	0	0
12169	4	87856153	88062206	NM_001166693	AFF1	0	0
12170	4	87928152	88062191	NM_005935	AFF1	0	0
12171	4	88081255	88141760	NM_001292007	KLHL8	0	0
12172	4	88081255	88141760	NM_001292006	KLHL8	0	0
12173	4	88081255	88141760	NM_020803	KLHL8	0	0
12174	4	88081255	88141760	NR_120447	KLHL8	0	0
12175	4	88081255	88141420	NM_001292003	KLHL8	0	0
12176	4	88221646	88221735	NR_049891	MIR5705	0	0
12177	4	88224940	88244058	NM_178135	HSD17B13	0	0
12178	4	88224940	88244058	NM_001136230	HSD17B13	0	0
12179	4	88257676	88312455	NM_016245	HSD17B11	0	0
12180	4	88343727	88380606	NM_024047	NUDT9	0	0
12181	4	88343727	88380606	NM_001248011	NUDT9	0	0
12182	4	88343748	88380606	NM_198038	NUDT9	0	0
12183	4	88394481	88450655	NM_001128310	SPARCL1	0	0
12184	4	88394481	88450655	NM_004684	SPARCL1	0	0
12185	4	88394481	88450655	NM_001291977	SPARCL1	0	0
12186	4	88394481	88450655	NM_001291976	SPARCL1	0	0
12187	4	88529680	88538025	NM_014208	DSPP	0	0
12188	4	88571453	88585512	NM_001079911	DMP1	0	0
12189	4	88571453	88585512	NM_004407	DMP1	0	0
12190	4	88720701	88733601	NM_004967	IBSP	0	0
12191	4	88742549	88767968	NM_001184694	MEPE	0	0
12192	4	88754120	88767968	NM_001184697	MEPE	0	0
12193	4	88754120	88767968	NM_001184696	MEPE	0	0
12194	4	88754120	88767968	NM_001184695	MEPE	0	0
12195	4	88754120	88767968	NM_020203	MEPE	0	0
12196	4	88755854	88767968	NM_001291183	MEPE	0	0
12197	4	88896801	88904563	NM_001251830	SPP1	0	0
12198	4	88896801	88904563	NM_001251829	SPP1	0	0
12199	4	88896801	88904563	NM_001040060	SPP1	0	0
12200	4	88896801	88904563	NM_000582	SPP1	0	0
12201	4	88896801	88904563	NM_001040058	SPP1	0	0
12202	4	88928798	88998931	NM_000297	PKD2	0	0
12203	4	89011415	89080011	NM_004827	ABCG2	0	0
12204	4	89011415	89152474	NM_001257386	ABCG2	0	0
12205	4	89178760	89205983	NM_152542	PPM1K	0	0
12206	4	89299890	89364249	NM_001165136	HERC6	0	0
12207	4	89299890	89364249	NM_017912	HERC6	0	0
12208	4	89378267	89427319	NM_016323	HERC5	0	0
12209	4	89442128	89444952	NM_001042616	PIGY	0	0
12210	4	89442128	89444952	NM_032906	PYURF	0	0
12211	4	89513573	89629693	NM_001271602	HERC3	0	0
12212	4	89513573	89629693	NM_014606	HERC3	0	0
12213	4	89617065	89619023	NM_153757	NAP1L5	0	0
12214	4	89630939	89651254	NR_002806	FAM13A-AS1	0	0
12215	4	89647104	89744512	NM_001265578	FAM13A	0	0
12216	4	89647104	89744512	NM_001015045	FAM13A	0	0
12217	4	89647104	89744512	NM_001265580	FAM13A	0	0
12218	4	89647104	89744512	NM_001265579	FAM13A	0	0
12219	4	89647104	89978346	NM_014883	FAM13A	0	0
12220	4	90033967	90036052	NM_145715	TIGD2	0	0
12221	4	90165428	90229161	NM_198281	GPRIN3	0	0
12222	4	90645249	90758350	NM_000345	SNCA	0	0
12223	4	90645249	90758127	NM_007308	SNCA	0	0
12224	4	90645249	90759447	NM_001146055	SNCA	0	0
12225	4	90645249	90758127	NM_001146054	SNCA	0	0
12226	4	90757551	90763142	NR_045481	SNCA-AS1	0	0
12227	4	90816051	90875780	NM_007351	MMRN1	0	0
12228	4	91048683	92523370	NM_001145065	CCSER1	0	0
12229	4	91156181	91703154	NM_207491	CCSER1	0	0
12230	4	93183648	93198453	NR_125920	LOC101929194	0	0
12231	4	93225549	94695706	NM_001510	GRID2	0	0
12232	4	93225549	94695706	NM_001286838	GRID2	0	0
12233	4	94750077	94751142	NM_005172	ATOH1	0	0
12234	4	95038970	95128707	NR_125922	LOC101929210	0	0
12235	4	95128758	95212443	NM_001128430	SMARCAD1	0	0
12236	4	95128995	95212443	NM_020159	SMARCAD1	0	0
12237	4	95128995	95212443	NM_001128429	SMARCAD1	0	0
12238	4	95129234	95212443	NR_045644	SMARCAD1	0	0
12239	4	95174444	95212443	NM_001254949	SMARCAD1	0	0
12240	4	95219706	95264027	NM_014485	HPGDS	0	0
12241	4	95373007	95509370	NM_001011516	PDLIM5	0	0
12242	4	95373007	95509370	NM_001011515	PDLIM5	0	0
12243	4	95373007	95589378	NM_006457	PDLIM5	0	0
12244	4	95373007	95589378	NM_001011513	PDLIM5	0	0
12245	4	95373007	95378340	NM_001256429	PDLIM5	0	0
12246	4	95373007	95589378	NM_001256428	PDLIM5	0	0
12247	4	95373007	95589378	NM_001256427	PDLIM5	0	0
12248	4	95373007	95589378	NM_001256426	PDLIM5	0	0
12249	4	95373007	95589378	NM_001256425	PDLIM5	0	0
12250	4	95373007	95378340	NR_046186	PDLIM5	0	0
12251	4	95664818	95678684	NR_121610	BMPR1B-AS1	0	0
12252	4	95679127	96079601	NM_001203	BMPR1B	0	0
12253	4	95917382	96079601	NM_001256792	BMPR1B	0	0
12254	4	95972829	96079601	NM_001256793	BMPR1B	0	0
12255	4	96012641	96079601	NM_001256794	BMPR1B	0	0
12256	4	96083655	96470361	NM_003728	UNC5C	0	0
12257	4	96761238	96762625	NM_005390	PDHA2	0	0
12258	4	98288076	98411315	NR_102713	STPG2-AS1	0	0
12259	4	98480024	99064391	NM_174952	STPG2	0	0
12260	4	99182526	99365012	NM_021159	RAP1GDS1	0	0
12261	4	99182526	99365012	NM_001100430	RAP1GDS1	0	0
12262	4	99182526	99365012	NM_001100429	RAP1GDS1	0	0
12263	4	99182526	99365012	NM_001100428	RAP1GDS1	0	0
12264	4	99182526	99365012	NM_001100427	RAP1GDS1	0	0
12265	4	99182526	99365012	NM_001100426	RAP1GDS1	0	0
12266	4	99391517	99579812	NM_005723	TSPAN5	0	0
12267	4	99799606	99851786	NM_001968	EIF4E	0	0
12268	4	99799606	99851786	NM_001130679	EIF4E	0	0
12269	4	99799606	99850243	NM_001130678	EIF4E	0	0
12270	4	99916787	99983960	NM_015143	METAP1	0	0
12271	4	99918537	99918611	NR_037455	MIR3684	0	0
12272	4	99992129	100009939	NM_000671	ADH5	0	0
12273	4	100010007	100222513	NR_037884	LOC100507053	0	0
12274	4	100044832	100065449	NM_000670	ADH4	0	0
12275	4	100081750	100082804	NR_028270	PCNAP1	0	0
12276	4	100123794	100140403	NM_001102470	ADH6	0	0
12277	4	100125878	100140403	NM_000672	ADH6	0	0
12278	4	100197522	100212185	NM_000667	ADH1A	0	0
12279	4	100227543	100242599	NM_001286650	ADH1B	0	0
12280	4	100227543	100242599	NM_000668	ADH1B	0	0
12281	4	100257648	100274202	NM_000669	ADH1C	0	0
12282	4	100333417	100356291	NM_001166504	ADH7	0	0
12283	4	100333417	100356667	NM_000673	ADH7	0	0
12284	4	100432160	100463460	NM_032149	C4orf17	0	0
12285	4	100467863	100484825	NM_152292	TRMT10A	0	0
12286	4	100467863	100485214	NM_001134665	TRMT10A	0	0
12287	4	100467863	100485214	NM_001134666	TRMT10A	0	0
12288	4	100485234	100545154	NM_001300785	MTTP	0	0
12289	4	100485234	100545154	NM_000253	MTTP	0	0
12290	4	100737980	100791346	NM_014395	DAPP1	0	0
12291	4	100737989	100791346	NM_001306151	DAPP1	0	0
12292	4	100799494	100815703	NM_021970	LAMTOR3	0	0
12293	4	100799494	100815703	NM_001243736	LAMTOR3	0	0
12294	4	100799494	100815703	NR_024170	LAMTOR3	0	0
12295	4	100817406	100867883	NM_001031723	DNAJB14	0	0
12296	4	100817406	100867883	NM_001278310	DNAJB14	0	0
12297	4	100844840	100867883	NM_001278311	DNAJB14	0	0
12298	4	100869243	100871512	NM_002106	H2AFZ	0	0
12299	4	100871650	100958862	NR_125923	LOC256880	0	0
12300	4	101107026	101111655	NM_145244	DDIT4L	0	0
12301	4	101111189	101136662	NR_125924	LOC101929353	0	0
12302	4	101316497	101439250	NM_001159694	EMCN	0	0
12303	4	101316497	101439250	NM_016242	EMCN	0	0
12304	4	101581435	101596270	NR_046811	LINC01216	0	0
12305	4	101944586	102268628	NM_000944	PPP3CA	0	0
12306	4	101944586	102268628	NM_001130692	PPP3CA	0	0
12307	4	101944586	102268628	NM_001130691	PPP3CA	0	0
12308	4	102161951	102162029	NR_107033	MIR8066	0	0
12309	4	102251458	102251571	NR_031656	MIR1255A	0	0
12310	4	102268933	102270040	NR_033874	FLJ20021	0	0
12311	4	102711763	102995969	NM_001127507	BANK1	0	0
12312	4	102711763	102995969	NM_017935	BANK1	0	0
12313	4	102734982	102995969	NM_001083907	BANK1	0	0
12314	4	103172197	103266410	NM_001135147	SLC39A8	0	0
12315	4	103182820	103245469	NM_001135148	SLC39A8	0	0
12316	4	103182820	103266655	NM_001135146	SLC39A8	0	0
12317	4	103182820	103266348	NM_022154	SLC39A8	0	0
12318	4	103422485	103538459	NM_003998	NFKB1	0	0
12319	4	103422485	103538459	NM_001165412	NFKB1	0	0
12320	4	103552642	103682151	NM_005908	MANBA	0	0
12321	4	103698193	103720732	NR_125932	LOC102723704	0	0
12322	4	103715539	103747017	NM_001300795	UBE2D3	0	0
12323	4	103715539	103790050	NM_181893	UBE2D3	0	0
12324	4	103715539	103748340	NM_181892	UBE2D3	0	0
12325	4	103715539	103749105	NM_181891	UBE2D3	0	0
12326	4	103715539	103790050	NM_181890	UBE2D3	0	0
12327	4	103715539	103749337	NM_181889	UBE2D3	0	0
12328	4	103715539	103749105	NM_181888	UBE2D3	0	0
12329	4	103715539	103748710	NM_181887	UBE2D3	0	0
12330	4	103715539	103749105	NM_181886	UBE2D3	0	0
12331	4	103715539	103749105	NM_003340	UBE2D3	0	0
12332	4	103749211	103765263	NR_131186	LOC105377348	0	0
12333	4	103750470	103765263	NR_131185	LOC105377348	0	0
12334	4	103790134	103813963	NM_001008388	CISD2	0	0
12335	4	103806204	103940896	NM_001100874	SLC9B1	0	0
12336	4	103806204	103940896	NR_047513	SLC9B1	0	0
12337	4	103806204	103940896	NR_047515	SLC9B1	0	0
12338	4	103822084	103940896	NM_139173	SLC9B1	0	0
12339	4	103946647	103997930	NM_178833	SLC9B2	0	0
12340	4	103946647	103998528	NM_001300754	SLC9B2	0	0
12341	4	103946647	103997930	NM_001300756	SLC9B2	0	0
12342	4	103998781	104021024	NM_020139	BDH2	0	0
12343	4	104026962	104119566	NM_001286734	CENPE	0	0
12344	4	104026962	104119566	NM_001813	CENPE	0	0
12345	4	104346198	104360885	NR_125925	LOC101929448	0	0
12346	4	104510624	104640973	NM_001059	TACR3	0	0
12347	4	105389462	105416058	NM_025212	CXXC4	0	0
12348	4	105412121	105618749	NR_125926	LOC101929468	0	0
12349	4	106067031	106163928	NM_017628	TET2	0	0
12350	4	106067841	106200960	NM_001127208	TET2	0	0
12351	4	106092510	106274038	NR_126420	TET2-AS1	0	0
12352	4	106290233	106395227	NM_006903	PPA2	0	0
12353	4	106290233	106395227	NM_176869	PPA2	0	0
12354	4	106290233	106395227	NM_176867	PPA2	0	0
12355	4	106290233	106395227	NM_176866	PPA2	0	0
12356	4	106473776	106552837	NM_017700	ARHGEF38	0	0
12357	4	106473776	106602070	NM_001242729	ARHGEF38	0	0
12358	4	106482747	106491392	NR_046840	ARHGEF38-IT1	0	0
12359	4	106603784	106629881	NM_001142471	INTS12	0	0
12360	4	106603784	106629881	NM_020395	INTS12	0	0
12361	4	106629940	106768882	NM_024751	GSTCD	0	0
12362	4	106631969	106768882	NM_001031720	GSTCD	0	0
12363	4	106736301	106748329	NR_125927	LOC101929529	0	0
12364	4	106816596	106892828	NM_001184693	NPNT	0	0
12365	4	106816596	106892828	NM_001184692	NPNT	0	0
12366	4	106816596	106892828	NM_001184691	NPNT	0	0
12367	4	106816596	106892828	NM_001033047	NPNT	0	0
12368	4	106816596	106892828	NM_001184690	NPNT	0	0
12369	4	106924473	106943635	NR_125928	LOC101929577	0	0
12370	4	106965473	107237861	NM_001163436	TBCK	0	0
12371	4	106965473	107237423	NM_001163435	TBCK	0	0
12372	4	106965473	107237423	NM_001290768	TBCK	0	0
12373	4	106965473	107237423	NM_001163437	TBCK	0	0
12374	4	106965473	107237423	NM_033115	TBCK	0	0
12375	4	107236766	107270381	NM_001142415	AIMP1	0	0
12376	4	107236852	107270381	NM_004757	AIMP1	0	0
12377	4	107237663	107270381	NM_001142416	AIMP1	0	0
12378	4	107279339	107288592	NM_001195138	GIMD1	0	-0.2518
12379	4	107842958	107957453	NM_014421	DKK2	0	0
12380	4	108534821	108641419	NM_005443	PAPSS1	0	0
12381	4	108745720	108836204	NM_001136258	SGMS2	0	0
12382	4	108784634	108853275	NR_125929	LOC101929595	0	0
12383	4	108814419	108836204	NM_001136257	SGMS2	0	0
12384	4	108814419	108836204	NM_152621	SGMS2	0	0
12385	4	108852716	108874613	NM_183075	CYP2U1	0	0
12386	4	108910869	108956331	NM_001184705	HADH	0	0
12387	4	108910869	108956331	NM_005327	HADH	0	0
12388	4	108968700	109090112	NM_001130714	LEF1	0	0
12389	4	108968700	109090112	NM_001130713	LEF1	0	0
12390	4	108968700	109087953	NM_001166119	LEF1	0	0
12391	4	108968700	109090112	NM_016269	LEF1	0	0
12392	4	109088680	109097586	NR_029374	LEF1-AS1	0	0
12393	4	109093275	109097586	NR_029373	LEF1-AS1	0	0
12394	4	109459345	109541613	NR_026968	RPL34-AS1	0	0
12395	4	109541721	109551639	NM_000995	RPL34	0	0
12396	4	109541748	109551639	NM_033625	RPL34	0	0
12397	4	109571740	109588978	NM_001267818	OSTC	0	0
12398	4	109571740	109588978	NM_001267817	OSTC	0	0
12399	4	109571740	109588978	NM_021227	OSTC	0	0
12400	4	109663201	109684235	NM_001146627	ETNPPL	0	0
12401	4	109663201	109684235	NM_001146590	ETNPPL	0	0
12402	4	109663201	109684235	NM_031279	ETNPPL	0	0
12403	4	109663201	109684235	NR_027475	ETNPPL	0	0
12404	4	109663201	109684235	NR_027474	ETNPPL	0	0
12405	4	109731876	110223799	NM_198721	COL25A1	0	0
12406	4	109731876	110223523	NR_045756	COL25A1	0	0
12407	4	109745037	110223523	NM_001256074	COL25A1	0	0
12408	4	109745038	110223799	NM_032518	COL25A1	0	0
12409	4	110351118	110354973	NR_039978	SEC24B-AS1	0	0
12410	4	110354927	110461615	NM_001300813	SEC24B	0	0
12411	4	110354927	110461615	NM_006323	SEC24B	0	0
12412	4	110354927	110461615	NM_001042734	SEC24B	0	0
12413	4	110481354	110608872	NM_017918	CCDC109B	0	0
12414	4	110609784	110624629	NM_032992	CASP6	0	0
12415	4	110609784	110624629	NM_001226	CASP6	0	0
12416	4	110631144	110651242	NM_030821	PLA2G12A	0	0
12417	4	110661847	110723335	NM_000204	CFI	0	0
12418	4	110736665	110745893	NM_032993	GAR1	0	0
12419	4	110736665	110745893	NM_018983	GAR1	0	0
12420	4	110749149	110765861	NM_006583	RRH	0	0
12421	4	110769339	110793471	NM_198506	LRIT3	0	0
12422	4	110834039	110934118	NM_001178131	EGF	0	0
12423	4	110834039	110934118	NM_001178130	EGF	0	0
12424	4	110834039	110934118	NM_001963	EGF	0	0
12425	4	110970228	111119771	NM_001130721	ELOVL6	0	0
12426	4	110970228	111119820	NM_024090	ELOVL6	0	0
12427	4	111397228	111484493	NM_001977	ENPEP	0	0
12428	4	111538579	111563279	NM_001204399	PITX2	0	0
12429	4	111538579	111544254	NM_000325	PITX2	0	0
12430	4	111538579	111563279	NM_001204398	PITX2	0	0
12431	4	111538579	111563279	NM_001204397	PITX2	0	0
12432	4	111538579	111563279	NM_153427	PITX2	0	0
12433	4	111538579	111563279	NM_153426	PITX2	0	0
12434	4	113066552	113110237	NM_152400	C4orf32	0	0
12435	4	113152894	113191211	NM_001128426	AP1AR	0	0
12436	4	113152894	113191211	NM_018569	AP1AR	0	0
12437	4	113196781	113207059	NM_052864	TIFA	0	0
12438	4	113218498	113363764	NM_001253884	ALPK1	0	0
12439	4	113218498	113363764	NM_001102406	ALPK1	0	0
12440	4	113218498	113363764	NM_025144	ALPK1	0	0
12441	4	113434671	113437328	NM_024019	NEUROG2	0	0
12442	4	113460488	113558151	NM_018392	ZGRF1	0	0
12443	4	113558119	113578748	NM_001267039	LARP7	0	0
12444	4	113558119	113578748	NM_016648	LARP7	0	0
12445	4	113558119	113578748	NR_049768	LARP7	0	0
12446	4	113558611	113578748	NM_015454	LARP7	0	0
12447	4	113569029	113569097	NR_029860	MIR367	0	0
12448	4	113569159	113569227	NR_029859	MIR302D	0	0
12449	4	113569338	113569407	NR_029835	MIR302A	0	0
12450	4	113569518	113569586	NR_029858	MIR302C	0	0
12451	4	113569640	113569713	NR_029857	MIR302B	0	0
12452	4	113739238	114304896	NM_001127493	ANK2	0	0
12453	4	113970784	114304896	NM_020977	ANK2	0	0
12454	4	113970784	114304896	NM_001148	ANK2	0	0
12455	4	114028018	114028111	NR_031641	MIR1243	0	0
12456	4	114073437	114073518	NR_107049	MIR8082	0	0
12457	4	114372187	114683083	NM_172128	CAMK2D	0	0
12458	4	114372187	114683083	NM_001221	CAMK2D	0	0
12459	4	114372187	114683083	NM_172127	CAMK2D	0	0
12460	4	114378343	114683083	NM_172115	CAMK2D	0	0
12461	4	114378343	114683083	NM_172114	CAMK2D	0	0
12462	4	114378343	114683083	NM_172129	CAMK2D	0	0
12463	4	114821439	114900878	NM_024590	ARSJ	0	0
12464	4	115519610	115598202	NM_001128174	UGT8	0	0
12465	4	115543522	115598202	NM_003360	UGT8	0	0
12466	4	115577914	115578010	NR_030303	MIR577	0	0
12467	4	115748926	116035032	NM_022569	NDST4	0	0
12468	4	117220880	117220924	NR_031737	MIR1973	0	0
12469	4	118004709	118006736	NM_152402	TRAM1L1	0	0
12470	4	118349553	118610258	NR_125757	LINC01378	0	0
12471	4	118955499	119179789	NM_004784	NDST3	0	0
12472	4	119199916	119200978	NR_003584	SNHG8	0	0
12473	4	119199916	119200978	NR_034011	SNHG8	0	0
12474	4	119199916	119200978	NR_034010	SNHG8	0	0
12475	4	119200344	119200475	NR_002963	SNORA24	0	0
12476	4	119201192	119273922	NM_003619	PRSS12	0	0
12477	4	119437494	119475359	NR_003135	CEP170P1	0	0
12478	4	119512898	119556180	NR_109983	LOC729218	0	0
12479	4	119551083	119556180	NR_103825	LOC729218	0	0
12480	4	119585242	119606496	NR_125930	LOC101929741	0	0
12481	4	119606524	119633425	NM_020961	METTL14	0	0
12482	4	119643977	119757326	NM_014822	SEC24D	0	0
12483	4	119771842	119982402	NM_001286754	SYNPO2	0	0
12484	4	119809995	119959675	NM_001128933	SYNPO2	0	0
12485	4	119809995	119959675	NM_001128934	SYNPO2	0	0
12486	4	119809995	119982402	NM_001286755	SYNPO2	0	0
12487	4	119809995	119982402	NM_133477	SYNPO2	0	0
12488	4	120056938	120108944	NM_016599	MYOZ2	0	0
12489	4	120113927	120133799	NR_125931	LOC101929762	0	0
12490	4	120133781	120216673	NM_019050	USP53	0	0
12491	4	120217573	120221968	NM_001001701	C4orf3	0	0
12492	4	120217573	120225600	NM_001170330	C4orf3	0	0
12493	4	120238404	120243316	NM_000134	FABP2	0	0
12494	4	120326677	120331815	NR_037596	LINC01061	0	0
12495	4	120375937	120420747	NR_037630	LOC645513	0	0
12496	4	120415549	120549981	NM_001083	PDE5A	0	0
12497	4	120415549	120549239	NM_033437	PDE5A	0	0
12498	4	120415549	120548442	NM_033430	PDE5A	0	0
12499	4	120720260	120725670	NR_110660	LINC01365	0	0
12500	4	120860694	120885448	NR_121639	LOC100996694	0	0
12501	4	120980578	120988013	NM_002358	MAD2L1	0	0
12502	4	121613067	121844021	NM_001300823	PRDM5	0	0
12503	4	121613067	121844021	NM_001300824	PRDM5	0	0
12504	4	121613067	121844021	NM_018699	PRDM5	0	0
12505	4	121956781	121993673	NM_024574	NDNF	0	0
12506	4	122052563	122137782	NM_001128843	TNIP3	0	0
12507	4	122052563	122085495	NM_024873	TNIP3	0	0
12508	4	122052563	122148621	NM_001244764	TNIP3	0	0
12509	4	122249796	122302181	NM_198179	QRFPR	0	0
12510	4	122589151	122618147	NM_001154	ANXA5	0	0
12511	4	122680084	122686340	NM_152399	TMEM155	0	0
12512	4	122685739	122687963	NR_024365	PP12613	0	0
12513	4	122722471	122738176	NM_001034194	EXOSC9	0	0
12514	4	122722471	122738176	NM_005033	EXOSC9	0	0
12515	4	122737598	122745088	NM_001237	CCNA2	0	0
12516	4	122745483	122791652	NM_176824	BBS7	0	0
12517	4	122748881	122791652	NM_018190	BBS7	0	0
12518	4	122800182	122872909	NM_001130698	TRPC3	0	0
12519	4	122800182	122854268	NM_003305	TRPC3	0	0
12520	4	123091757	123283914	NM_015312	KIAA1109	0	0
12521	4	123300120	123350947	NM_139243	ADAD1	0	0
12522	4	123300594	123350947	NM_001159285	ADAD1	0	0
12523	4	123300594	123350947	NM_001159295	ADAD1	0	0
12524	4	123372625	123377650	NM_000586	IL2	0	0
12525	4	123533782	123542212	NM_021803	IL21	0	0
12526	4	123533782	123542212	NM_001207006	IL21	0	0
12527	4	123540137	123610311	NR_104126	IL21-AS1	0	0
12528	4	123651343	123653613	NR_024041	CETN4P	0	0
12529	4	123653856	123666098	NM_152618	BBS12	0	0
12530	4	123653856	123666098	NM_001178007	BBS12	0	0
12531	4	123747862	123819390	NM_002006	FGF2	0	0
12532	4	123813798	123843761	NM_007083	NUDT6	0	0
12533	4	123813798	123844159	NM_198041	NUDT6	0	0
12534	4	123844224	124240604	NM_145207	SPATA5	0	0
12535	4	124317949	124324915	NM_001258038	SPRY1	0	0
12536	4	124317949	124324915	NM_199327	SPRY1	0	0
12537	4	124319540	124324915	NM_001258039	SPRY1	0	0
12538	4	124320644	124324915	NM_005841	SPRY1	0	0
12539	4	124573939	124851518	NR_027105	LINC01091	0	0
12540	4	124695418	124786730	NR_027106	LINC01091	0	0
12541	4	125421096	125479589	NR_110838	LOC101927087	0	0
12542	4	125585203	125633887	NM_020337	ANKRD50	0	0
12543	4	125585206	125633887	NM_001167882	ANKRD50	0	0
12544	4	126237566	126414087	NM_001291303	FAT4	0	0
12545	4	126237566	126414087	NM_024582	FAT4	0	0
12546	4	126237566	126414087	NM_001291285	FAT4	0	0
12547	4	126428413	126428462	NR_031746	MIR2054	0	0
